Dy,BART,BARTp,BARTpadj,CCT,CCTn,CCTnadj,CCTr,CCTradj,DFEss,DFEr,DFD,DFDr,LOT,LOTr,LOTcv,MT,MTr,VRTTT,GABS,SOEP,SOEPdri,SOEPfin,SOEPrec,SOEPocc,SOEPhea,SOEPsoc,Deth,Dinv,Dgam,Dhea,Drec,Dsoc,Deth_r,Dinv_r,Dgam_r,Dhea_r,Drec_r,Dsoc_r,Deth_b,Dinv_b,Dgam_b,Dhea_b,Drec_b,Dsoc_b,PRI,PRIw,BIS1att,BIS1mot,BIS1ctr,BIS1com,BIS1per,BIS1ins,BISa,BISm,BISn,BIS,SStas,SSexp,SSdis,SSbor,SSSV,age,sex,loc,ses,NUM,gen_valence,gen_arousal,gen_arouspos,gen_arousneg,gen_happy,gen_afraid,gen_sad,gen_angry,gen_motivat,gen_concentr,gen_timepr,gen_tired,pre_valence,pre_arousal,pre_arouspos,pre_arousneg,pre_happy,pre_afraid,pre_sad,pre_angry,pre_motivat,pre_concentr,pre_timepr,pre_tired,mid1_valence,mid1_arousal,mid1_arouspos,mid1_arousneg,mid1_happy,mid1_afraid,mid1_sad,mid1_angry,mid1_motivat,mid1_concentr,mid1_timepr,mid1_tired,mid2_valence,mid2_arousal,mid2_arouspos,mid2_arousneg,mid2_happy,mid2_afraid,mid2_sad,mid2_angry,mid2_motivat,mid2_concentr,mid2_timepr,mid2_tired,post_valence,post_arousal,post_arouspos,post_arousneg,post_happy,post_afraid,post_sad,post_angry,post_motivat,post_concentr,post_timepr,post_tired,ABCTEU_OS,ABCTEU_CS,ABCTEU_DEV,ABCTEU_BIC,ABCT4P_OS,ABCT4P_PW,ABCT4P_LA,ABCT4P_CS,ABCT4P_DEV,ABCT4P_BIC,ABCT6P_OSg,ABCT6P_OSl,ABCT6P_PWg,ABCT6P_PWl,ABCT6P_LA,ABCT6P_CS,ABCT6P_DEV,ABCT6P_BIC,ABCTRN_DEV,MPLEU_OS,MPLEU_CS,MPLEU_DEV,MPLEU_BIC,MPL4P_OS,MPL4P_PW,MPL4P_LA,MPL4P_CS,MPL4P_DEV,MPL4P_BIC,MPL6P_OSg,MPL6P_OSl,MPL6P_PWg,MPL6P_PWl,MPL6P_LA,MPL6P_CS,MPL6P_DEV,MPL6P_BIC,MPLRN_DEV,CCTEU_OS,CCTEU_CS,CCTEU_DEV,CCTEU_BIC,CCT3P_OS,CCT3P_PW,CCT3P_LA,CCT3P_DEV,CCT3P_BIC,CCT4P_OS,CCT4P_PW,CCT4P_LA,CCT4P_CS,CCT4P_DEV,CCT4P_BIC,CCT6P_OSg,CCT6P_OSl,CCT6P_PWg,CCT6P_PWl,CCT6P_LA,CCT6P_CS,CCT6P_DEV,CCT6P_BIC,CCTRN_mp,CCTRN_DEV,CCTRN_BIC,BARTRN_pm,BARTRN_DEV,BARTRN_BIC,BART1_OS,BART1_alpha,BART1_mu,BART1_LA,BART1_CS,BART1_DEV,BART1_BIC,BART3_OS,BART3_alpha,BART3_mu,BART3_CS,BART3_DEV,BART3_BIC
37,46.33,46.33,51.94,585,585,230,0.26591119,0.37946955,3,0.5,0.375,0.375,0.54,0.54,0.4,0.7462686567164181,0.7462686567164181,6.55,1,5,4,4,8,8,6,9,2.625,2.5,3,2.875,3.25,3.875,3.75,3,3,3.375,3.25,1.75,1.625,2,1.25,1,1.5,1.75,5,23,11,13,13,15,8,5,16,21,28,65,20,17,14,16,67,24,0,0,5,0,63,55,74,25,93,14,16,14,84,74,58,66,74,1,89,1,52,1,0,1,96,99,0,65,34,63,66,73,31,0,0,64,94,99,0,23,79,17,27,0,56,1,0,1,86,84,1,13,61,14,21,1,46,1,0,0,66,54,2,75,1.4451748,0.013092891,51.637617,59.461663,1.4640287,1.466594,0.84549369,0.010070712,48.637696,64.285788,1.6943747,1.1897832,1.5208771,1.4203628,10,0.0034244094,47.906778,71.378916,69.314718,1.6577642,0.013590972,41.88661,50.265919,0.27878999,10,0.55383336,5.8048483,32.984763,49.743382,0.28435603,1.6772779,9.9489247,0.38547608,0.00256794,9.8819468,23.155147,48.293075,91.495428,2.4538427e-10,3.6829126,248.0128,256.87444,1.2327755e-9,0.14043576,0.44001093,169.66728,182.95973,3.6642911e-12,0.20164732,0.28932297,7.6921289,169.63359,187.35686,2.1601942e-7,1.377335e-7,0.19178835,6.4670292e-8,0.50258809,9.9999418,169.21992,195.80482,0.96534961,182.48274,186.91356,0.97787977,460.81335,464.21455,1.8877403,0.010546762,0.011150855,0.035595201,6.4634862,140.46733,157.47332,0.57901293,162.0755,163.15761,0.1164655,141.34644,154.95123
32,35.2,35.2,38.85,548,548,244,0.26677625,0.44456804,12.12,0.38,0.375,0.375,0.46,0.46,0.34,0.794776119402985,0.794776119402985,7.68,0,9,1,8,10,9,10,10,1.375,1,1,2.375,1.375,2.5,4,3.5,4.75,3.375,2.625,1.75,2.5,1,2.25,1.25,2.375,3,5,30,10,20,19,19,6,6,16,26,38,80,13,16,18,16,63,21,0,0,5,0,80,30,41,0,70,20,9,0,90,80,0,69,100,20,61,0,89,0,0,0,80,81,0,79,70,20,0,26,89,0,0,0,30,65,0,91,87,17,22,0,77,0,0,0,38,40,6,6,19,17,19,73,37,20,20,71,32,31,12,15,0.83772437,0.12984462,61.119919,68.943965,0.9837802,0.94013413,3.6748175,0.0419518,54.976646,70.624738,0.66407147,1.1460816,0.7275223,0.97230008,0.23770206,0.31780591,53.778313,77.250451,69.314718,0.15265277,0.61082097,90.472575,98.851885,0.33754166,10,1.6838203,0.15662923,89.836805,106.59542,0.15320297,2.4627242,2.6450976,2.8382055e-7,6.6283626e-5,2.2733749,86.924756,112.06268,91.495428,6.0351668e-10,3.2638572,307.83957,316.7012,0.028059603,0.007469732,7.1604778e-10,159.06377,172.35622,0.028062939,0.0074724712,7.6882944e-12,10,159.06377,176.78704,0.018856439,3.1951415,2.7932101e-11,10,10,10,153.3073,179.8922,0.96819243,159.5574,163.98822,0.9669687,544.80578,548.20698,1.1274304,28.42684,29.494805,1.2261156,6.7943868,141.74378,158.74977,0.46196398,122.81496,124.81354,0.17434982,140.01536,153.62015
32,23.27,23.27,21.04,372,372,171,0.16652138,0.16340606,37.88,0.75,0.375,0.375,0.4,0.4,0.38,0.7524875621890545,0.7524875621890545,9.04,1,5,5,4,6,6,7,5,2.125,1.25,1,3.375,2.5,3.75,4.125,3.5,4.75,3.75,3.5,3.125,1.75,1,1,1.75,1.375,2.875,1,7,10,15,14,13,8,7,17,23,27,67,15,18,13,11,57,24,1,0,4,0,35,41,60,60,50,40,64,60,89,80,20,57,44,64,59,39,53,30,40,30,90,85,11,31,68,79,81,69,48,31,71,60,100,40,0,70,29,86,10,90,19,29,40,79,60,0,0,89,29,24,58,1,61,0,29,21,69,70,0,78,1.354344,0.011504813,59.192954,67.017,1.221589,0.89149399,2.7127252,0.016765424,55.631015,71.279107,0.79398154,1.1608968,4.2667876,0.77857843,0.7585131,0.092780293,53.397973,76.870111,69.314718,0.31074691,2.9289906,68.045562,76.424871,0.39751884,0.6328939,1.273384,2.668807,62.61661,79.375229,0.27668685,1.0812932,1.5395778,4.7718718e-10,0.037853348,6.1507763,54.780053,79.917982,91.495428,0.026353438,3.368013,236.17813,245.03976,0.017137904,0.17569057,0.76659381,218.27864,231.57109,0.017129709,0.17567739,0.76660343,10,218.27864,236.00191,5.1519253e-4,0.070380556,0.13326693,0.24422973,0.86215978,9.9999994,217.88436,244.46926,0.90509826,257.86879,262.2996,0.96853803,328.78624,332.18744,0.53590193,54.097853,54.958389,10,6.7649012,179.67201,196.67799,0.65680934,68.927203,69.646378,0.0680961,186.54654,200.15133
34,27.13,27.13,27.96,518,518,291,0.20848133,0.20905433,46.5,0.5,0.5,0.5,0.44,0.44,0.32,0.743781094527363,0.743781094527363,9.7,1,8,2,2,9,6,9,8,3.25,3.25,2.25,3.75,3.5,3.875,2.875,2.75,3.25,2.5,2.125,1.375,2.375,2.75,2.25,2.25,2.75,3.5,6,35,7,18,17,10,7,5,12,25,27,64,19,20,17,17,73,25,1,0,4,3,61,70,39,60,59,71,60,40,90,89,60,30,60,61,59,0,59,1,0,1,80,80,39,61,60,59,61,10,61,0,0,1,70,71,1,59,38,31,40,60,20,1,1,60,29,29,0,30,58,27,50,48,59,2,0,36,61,29,2,42,0.62900059,0.79688374,49.028402,56.852448,0.41673455,1.4505436,0.90882929,2.0288256,47.680652,63.328744,0.21529341,3.5309849,1.5685271,1.3442205,7.5244906e-8,7.6486898,42.967425,66.439563,69.314718,1.0332363,4.7181456,10.601656,18.980965,1.0572967,1.1163605,1.0142929,5.5526888,9.966955,26.725574,0.91692726,0.95760815,5.9478525,1.5045174,1.2896006,9.0462178,5.4769555,30.614884,91.495428,3.2854941e-10,3.8546136,205.27339,214.13503,1.1929768e-9,0.28037332,1.0773254,206.23236,219.52481,1.3928481e-9,0.9945173,1.2136077,3.9237421,203.94684,221.67011,1.851469e-10,0.071300813,0.24411987,1.7853657,1.0235045,5.5910598,203.60782,230.19272,0.91844957,318.73184,323.16265,0.96349769,412.02372,415.42492,0.62364371,0.0062971772,0.0068447028,5.2980419,6.3275568,169.58845,186.59444,0.74125947,195.76173,197.9012,0.082350056,185.26295,198.86774
31,42.23,42.23,43.16,437,437,234,0.20378796,0.22803656,16,0.38,0.625,0.625,0.44,0.44,0.4,0.708955223880597,0.708955223880597,8.07,1,4,1,1,3,4,2,5,1.5,1.25,1.25,2.125,2.75,3.625,3.5,4.25,3.5,3.625,2.5,1.5,3.125,2,2.5,1.75,2.625,2,6,30,9,15,13,13,7,5,14,22,26,62,20,17,17,12,66,28,1,0,6,2,85,21,63,10,78,6,0,17,67,72,31,34,78,41,57,0,71,11,0,0,81,83,41,0,67,47,59,17,73,3,2,44,63,69,17,13,75,19,16,55,59,0,2,38,38,55,15,46,47,54,17,72,55,6,19,60,42,41,55,55,0.99216333,0.20925163,37.419819,45.243865,1.2788133,0.75965107,0.99800566,0.094756137,31.303989,46.952081,0.97146417,1.6373848,0.64081348,0.89717462,0.035637876,0.69784662,22.553042,46.02518,69.314718,0.25985963,5.1909733,61.53155,69.91086,0.57870704,1.2164897,1.8161406,2.448753,29.410416,46.169035,0.29713295,0.42068123,5.4999964,0.74409079,1.2357994,10,23.759603,48.897531,91.495428,0.30265902,9.8360629,283.99245,292.85409,0.19950258,0.38742934,0.3604066,232.92321,246.21566,0.19949302,0.3873901,0.36040426,10,232.92321,250.64648,0.15459462,0.29717356,0.47659825,0.075786427,0.62812402,10,231.35621,257.94111,0.92584048,249.45219,253.883,0.97614278,689.65825,693.05945,0.5295458,2.4694145,2.485722,6.3746277,6.8576226,175.77465,192.78063,1.1149029,405.48463,407.91067,0.0393322,178.07104,191.67583
36,35.4,35.4,37.32,228,228,162,0.12024341,0.11924293,19.5,0.5,0.5,0.5,0.46,0.46,0.32,0.7661691542288556,0.7661691542288556,5.54,0,6,1,1,8,6,4,9,2.25,1.25,1.25,2.625,2.625,4.125,3.875,4,4,4,3.875,2.25,2.5,2.5,1.5,1.875,2.25,4.125,3,21,6,17,7,8,10,4,10,27,15,52,16,17,14,15,62,27,1,0,5,1,89,64,96,5,82,0,0,0,74,91,22,55,100,36,51,0,100,4,0,0,79,75,45,64,20,100,0,90,40,38,0,100,100,100,74,41,50,28,0,0,46,0,0,0,52,36,29,64,77,37,55,0,82,0,0,0,62,93,54,80,1.0411056,0.19599468,35.419891,43.243937,1.2150035,0.84498583,1.0219267,0.11113545,33.129857,48.777949,0.35008308,1.6040608,1.5192321,0.75246135,0.0029987913,8.404045,25.934367,49.406505,69.314718,0.32384958,2.6376536,68.798995,77.178304,0.46320763,0.44051587,1.4957548,6.1892159,29.512328,46.270947,0.41323565,0.8965269,0.78248373,0.20862045,0.17665016,10,20.69876,45.836689,91.495428,2.8558655e-10,1.7433532,280.42787,289.2895,0.055953498,0.10177488,0.69542235,255.93064,269.22309,0.055967015,0.10178816,0.69539976,10,255.93064,273.6539,1.2705054e-9,1.5392198,0.36065517,3.1031622e-10,1.1463411,2.8477592,254.51453,281.09944,0.82015296,261.97343,266.40425,0.96733987,484.55914,487.96034,0.59313714,138.19303,139.61294,8.2011953,9.9784273,149.6044,166.61039,0.58870274,127.45589,128.72633,0.12242699,148.32582,161.93061
34,42.77,42.77,47.24,401,401,257,0.18516124,0.24304945,38.75,0.5,0.25,0.25,0.44,0.44,0.18,0.7114427860696515,0.7114427860696515,5.39,0,5,2,2,7,2,2,2,1.875,1.5,1.25,2.625,2.625,2.625,3.25,2.75,4,3.375,2.375,1.875,2.5,1,1.5,1.75,2.375,2.5,6,33,13,17,13,16,9,6,19,26,29,74,15,18,19,16,68,22,0,0,5,3,79,70,79,40,80,59,21,41,90,79,70,59,30,70,19,79,31,0,69,81,80,89,0,81,55,55,44,64,43,0,46,67,83,45,0,56,21,100,9,92,11,0,83,74,26,5,100,73,39,31,15,23,28,0,70,77,24,30,0,81,0.64192445,0.7167789,51.18369,59.007736,0.11791771,3.0110903,2.6034958,10,42.00661,57.654702,0.11672065,0.040499101,3.6922106,3.4088099,10,10,41.73367,65.205808,69.314718,0.56791702,0.25562783,86.351765,94.731075,2.5303023,2.1296054,10,1.1454628e-4,37.414428,54.173047,0.49531662,0.30714148,1.7944441,8.8326505e-7,6.8542715,4.489806,30.910815,56.048743,91.495428,4.5318194e-10,2.8708388,268.2175,277.07914,0.040342702,0.18065845,0.67680792,235.6202,248.91265,0.04033531,0.18064082,0.67681198,10,235.6202,253.34346,0.017519006,0.057322808,0.25973623,7.7487905e-10,0.86897446,10,235.04596,261.63086,0.91136909,263.44689,267.8777,0.96735582,528.67033,532.07153,0.84289306,68.399033,69.371856,4.0166792,9.989069,147.98281,164.9888,0.48559399,152.84587,154.61717,0.14993057,149.0394,162.64419
33,31.23,31.23,28.7,284,284,135,0.1468339,0.13536812,36.75,0.5,0.375,0.375,0.48,0.48,0.52,0.732587064676617,0.732587064676617,8.21,1,8,1,4,7,6,9,4,1.75,1.25,1.5,2.75,3,3,3.125,3,3,3.25,2,1.875,3.75,2.25,2.5,2.625,4,4,6,31,10,14,15,10,9,8,18,23,25,66,17,18,15,14,64,30,0,0,6,1,39,59,67,39,58,18,31,59,68,69,39,19,79,40,68,9,60,19,19,21,69,70,10,67,24,23,30,60,60,3,37,60,65,68,19,58,22,37,40,61,28,64,56,72,40,31,18,70,70,25,63,10,63,11,16,19,41,42,9,74,4.4408921e-15,2.5623566,66.708267,74.532313,1.2536407,0.36614003,0.94853036,0.029242187,60.917902,76.565994,1.2673529,1.2325407,0.22697353,0.53469446,1.2028868,0.033537605,57.19955,80.671688,69.314718,0.60185416,0.28148232,83.431577,91.810887,0.41128056,0.17339857,1.2678762,10,25.361224,42.119843,0.66045907,1.4172403,0.20534414,0.46323765,0.059894273,10,5.7202317,30.85816,91.495428,0.0084786316,2.3033751,267.99742,276.85906,0.06478242,0.099481802,0.49156743,217.62715,230.9196,0.064774403,0.099463821,0.49154728,10,217.62715,235.35042,0.053382639,8.9380348,0.24481705,7.0976558e-12,10,5.0383978,210.23872,236.82362,0.89028302,220.70019,225.13101,0.97336795,756.40163,759.80283,0.56386649,0.0036616229,0.0038923857,7.6544483,6.6900915,167.58971,184.59569,0.77683834,0.4351994,0.4498907,0.067519878,165.58224,179.18703
27,26.13,26.13,27.39,339,339,204,0.13958446,0.13895051,41,0.5,0.5,0.5,0.4,0.4,0.36,0.708955223880597,0.708955223880597,5.84,1,5,2,1,5,5,2,3,1.125,1,1,2.125,1.875,3.375,3.75,4.5,3.75,3.875,3.375,2,2,1.25,1,1.75,1.875,3,2,7,9,14,14,14,7,3,12,21,28,61,14,17,14,14,59,25,0,0,7,2,75,31,54,13,71,21,5,10,70,84,30,15,66,21,41,0,65,0,10,0,80,95,2,31,31,64,53,28,58,4,4,56,43,56,0,58,42,53,33,47,34,1,6,15,53,59,38,60,41,54,22,44,40,0,0,16,32,42,37,68,0.70359941,0.54415804,50.402294,58.22634,0.53240328,1.0740065,3.2933032,1.1359411,40.767249,56.415341,0.7515127,0.50760532,0.86633851,1.097917,10,0.43534716,39.640028,63.112166,69.314718,0.52939456,0.87324771,68.897158,77.276468,0.64671646,0.35739182,1.4638146,6.3825291,14.969344,31.727963,0.72909771,0.98001168,0.4559169,0.44419811,0.53986448,10,6.9890417,32.12697,91.495428,1.708822e-9,3.0609754,219.80624,228.66788,1.5396712e-9,0.20068882,1.012513,226.42546,239.71791,1.0873713e-9,1.9492814,1.1322665,2.6298851,217.13098,234.85425,0.0043846484,2.6018077e-12,1.4875946,10,0.87505895,2.6799536,216.04187,242.62677,0.87370711,294.31368,298.7445,0.94637596,576.9735,580.37469,1.0231748,0.0019698112,0.0019865107,1.7778908,7.3544456,155.18531,172.1913,0.47661505,112.69578,113.6854,0.18850316,154.10755,167.71234
31,47.77,47.77,48.31,327,327,123,0.13639546,0.082290467,19.75,0.38,0.5,0.5,0.48,0.48,0.32,0.701492537313433,0.701492537313433,7.96,1,3,1,1,9,8,6,2,2.5,2.75,1,1.625,2.25,4,2.625,2,1.75,3,3.25,1.875,2.25,3.25,2,1,2.125,3.75,3,12,8,17,13,12,8,5,13,25,25,63,18,19,13,14,64,34,0,0,4,2,60,66,57,43,70,37,40,39,78,79,59,11,89,80,96,0,98,0,1,0,99,100,0,4,48,74,48,11,61,13,0,17,97,98,0,5,49,59,43,43,47,0,46,60,70,69,8,60,54,45,55,47,54,0,47,0,63,79,26,79,0.9506269,0.21347961,42.737969,50.562015,0.90643187,0.89068794,2.7930834,0.34963356,26.441405,42.089497,1.0893201,0.84693011,0.82583297,0.93547554,9.0195981,0.14881557,25.938964,49.411102,69.314718,0.68380258,0.80695777,48.467148,56.846457,0.58127523,0.25216781,1.0060379,4.9770434,27.007807,43.766426,0.50821849,0.53926,0.44653092,1.9127755e-10,0.96331875,7.337104,24.656151,49.794079,91.495428,0.26959448,8.529889,231.85124,240.71287,0.2378851,0.67545804,0.9896368,231.32572,244.61817,0.1620712,5.3215474,0.77508179,4.4845098,227.82389,245.54715,0.011707752,0.33142707,3.5847055,0.17473284,3.1925435,7.900536,192.64233,219.22724,0.86506656,299.09985,303.53066,0.98086962,652.98393,656.38513,0.46698709,1.8002429,1.0889345,9.8936371,7.3234395,156.91595,173.92194,1.1228222,89.253333,89.253334,0.042069917,153.56957,167.17436
31,34.7,34.7,35.76,382,382,220,0.18505209,0.20265827,19.5,0.62,0.5,0.5,0.48,0.48,0.32,0.757462686567164,0.757462686567164,8.42,1,8,4,3,9,8,1,5,1.25,1,1,1.375,1.125,2.25,3,4.5,4.25,3.125,3.5,2.625,2.625,2,1.25,1.375,2.25,4.125,3,15,10,12,10,15,7,6,16,19,25,60,12,15,13,12,52,24,0,0,4,3,89,90,98,40,90,60,31,30,89,80,60,68,41,41,60,59,40,42,68,60,69,89,10,90,60,39,59,19,37,31,69,61,79,80,9,79,59,44,43,45,45,13,59,29,67,63,14,79,47,53,55,39,48,8,54,35,59,58,9,68,0.73010574,0.32330469,55.11737,62.941416,0.73400922,0.9950764,3.2574207,0.26728196,47.022488,62.67058,0.21890377,1.0431101,10,0.87386802,0.087030084,3.6173653,40.311461,63.783599,69.314718,0.64683195,0.76498774,55.25335,63.632659,2.9316769,1.9244269,4.328236,2.3916219e-4,19.830708,36.589327,0.71780881,0.99154699,0.88768732,7.0732309e-10,0.49726466,5.079272,13.183679,38.321608,91.495428,1.0777829e-9,2.6140976,292.00319,300.86482,0.084756333,0.18969227,0.56544552,244.15574,257.44819,0.084782584,0.18972278,0.56539761,10,244.15574,261.87901,0.027294709,0.19654669,0.25587596,2.2821189e-11,1.0227842,10,239.66709,266.252,0.90735498,259.83769,264.26851,0.96947194,662.10575,665.50695,0.63239965,59.410837,59.855163,9.420119,9.1489231,161.15235,178.15834,0.46156387,74.041354,74.586824,0.12200659,157.98826,171.59305
33,40.33,40.33,43,553,553,129,0.25210421,0.38618334,18.12,0.75,0.375,0.375,0.54,0.54,0.38,0.7649253731343285,0.7649253731343285,8.31,0,6,2,4,7,8,3,9,1.5,1,1,2.25,2.75,3.375,3.5,4.5,4.5,3.25,2.75,1.5,1.75,1,1,2.125,3.75,3.375,4,23,8,17,15,15,11,8,16,28,30,74,19,19,14,18,70,22,0,0,6,2,59,31,69,31,61,30,50,21,40,71,11,21,70,10,59,0,80,0,0,0,30,58,0,79,50,59,39,59,44,13,35,66,35,42,13,73,59,69,59,31,66,0,25,10,65,77,0,43,35,59,40,64,58,8,26,61,38,72,0,79,0.86608428,0.22950435,49.368592,57.192638,0.84261823,1.049175,0.9229628,0.25740004,49.279893,64.927985,0.74548787,0.92361466,1.0482815,1.0397862,0.37300854,0.42838087,49.194862,72.667,69.314718,0.65248603,5.015876,14.533561,22.91287,0.5948391,0.69693228,0.9539416,7.8378301,12.975528,29.734147,0.51765065,0.60675589,0.95329551,0.17933072,0.74479422,10,11.885669,37.023598,91.495428,9.8034358e-10,4.1191953,191.79056,200.65219,0.080873104,0.38360802,0.28476847,97.003808,110.29626,0.080865938,0.38359448,0.28478086,10,97.003808,114.72708,0.067807517,2.2985218,0.55038368,1.5610989,10,7.8155798,93.277407,119.86231,0.97876439,116.18937,120.62018,0.97823519,337.15048,340.55168,1.4651517,12.034749,13.243122,0.20260588,7.5826429,140.43789,157.44388,0.63655938,124.77999,126.85281,0.16819659,139.95834,153.56313
33,35.83,35.83,39.76,327,327,133,0.16210211,0.11474882,26.88,0.38,0.375,0.375,0.5,0.5,0.46,0.752487562189055,0.752487562189055,9.65,1,5,4,5,7,6,7,8,2.125,2.5,1,3.125,2,3.625,3.625,3,4.25,2.75,2.875,1.75,3.25,4.25,3.5,2.5,2.875,3.125,6,32,11,16,14,10,7,7,18,23,24,65,13,14,16,17,60,24,1,0,3,3,70,79,80,28,67,40,19,12,75,40,62,38,70,81,80,26,70,19,14,13,84,87,9,22,24,66,56,63,60,16,37,61,65,79,13,27,21,76,39,62,37,43,43,71,60,61,75,39,36,60,32,75,38,7,17,76,80,72,26,34,1.4346469,0.0057469059,62.722496,70.546542,1.1955193,3.9587874,1.2409854,0.010186853,60.166984,75.815077,0.74806579,1.4535415,9.4066419,2.0948514,0.051760562,0.097515685,58.509304,81.981442,69.314718,0.55462009,0.89221324,64.748504,73.127814,0.50997442,0.26585536,1.2201075,7.866315,21.094079,37.852698,0.44704354,0.6009368,0.47834468,0.017141181,0.63254788,10,19.620965,44.758893,91.495428,0.39325268,10,262.18713,271.04877,0.27507932,0.41144274,0.38427978,214.13945,227.4319,0.27506924,0.41140832,0.38430958,10,214.13945,231.86272,0.22676231,0.98476007,0.91991153,6.247497e-10,1.6102385,10,166.76538,193.35028,0.89345059,248.33584,252.76666,0.96551721,521.98233,525.38353,1.199728,104.52712,104.9101,1.2435866,9.9953485,123.50377,140.50975,0.36934831,213.87523,215.0584,0.26574584,125.12938,138.73417
36,19.67,19.67,20.62,472,472,160,0.23035616,0.20205155,26,0.38,0.5,0.5,0.42,0.42,0.38,0.7723880597014925,0.7723880597014925,8.01,0,5,1,1,7,7,10,10,2.125,3,1,2.25,2.5,3.25,3.875,3.25,5,4.25,3.75,2.25,3.125,3.75,1,1.625,2.625,3.25,5,27,8,20,10,14,12,8,16,32,24,72,18,18,16,13,65,24,0,0,7,0,99,30,90,10,99,40,9,20,89,89,100,98,59,9,58,0,70,1,10,0,81,71,10,80,60,62,60,10,59,0,8,0,91,70,71,79,59,11,9,39,59,0,9,10,60,42,60,100,39,59,29,59,60,12,1,61,4,25,99,100,0.83962391,0.15232907,59.059437,66.883483,0.87950468,0.73488863,2.7153532,0.117026,54.724688,70.37278,0.7817632,0.87818851,1.0009152,0.67578724,1.939946,0.1807269,54.057142,77.52928,69.314718,0.54510984,1.2336526,56.922897,65.302206,0.70443589,0.41849262,1.4029081,7.0202914,13.372238,30.130857,0.82020731,0.47931731,0.52459579,0.32661328,7.6447693,10,2.117992,27.25592,91.495428,0.12759379,4.8209092,309.61576,318.4774,0.12810014,0.18550352,0.18530372,211.74455,225.037,0.12810103,0.18549485,0.18529448,10,211.74455,229.46782,0.12163239,3.5748858,0.18151877,1.5728093,9.9999999,8.872366,209.25133,235.83624,0.94399469,215.81648,220.2473,0.92499931,468.83666,472.23785,1.9661764,11.625571,12.049908,0.23378337,7.0173743,125.6797,142.68569,0.21575778,122.25351,123.64969,0.44951276,129.40998,143.01477
30,46.9,46.9,52.93,326,326,183,0.14945656,0.1636954,43,0.38,0.625,0.625,0.46,0.46,0.22,0.7450248756218905,0.7450248756218905,6.64,0,8,1,1,11,9,11,8,2,3,1,3.125,2.5,3.375,3.75,3.25,5,4.25,2.375,1.625,2.75,2.75,1,2.25,2.625,3.375,4,28,13,22,16,8,9,9,22,31,24,77,17,16,18,17,68,25,1,0,4,3,35,61,36,63,43,74,59,61,58,26,60,42,58,42,31,43,31,41,40,30,67,69,34,40,58,57,64,22,61,35,26,38,65,65,58,28,42,62,41,64,35,27,29,68,69,35,77,29,58,57,43,39,38,35,28,31,35,38,66,75,0.61860281,1.3034187,40.301762,48.125808,0.44564175,1.3536715,2.2777283,2.1698687,36.167459,51.815551,0.46256894,0.83922908,0.84276558,1.3583796,0.16906493,4.2295148,30.216121,53.688259,69.314718,0.37280249,1.8367662,71.035204,79.414513,0.65892486,0.58838359,1.8058077,3.3902117,21.841359,38.599978,0.43872198,0.59330141,1.5657973,0.04745158,1.0229983,10,16.788598,41.926527,91.495428,0.32347409,10,244.84393,253.70557,0.20739035,0.46427656,0.6185641,224.69964,237.9921,0.20741032,0.46432209,0.61854504,10,224.69964,242.42291,0.19887624,1.5839078,1.6652723,1.2907692,10,6.3599098,216.12081,242.70571,0.89072144,252.56015,256.99097,0.97946692,750.80668,754.20787,0.51407778,678.80207,682.85163,8.3508599,8.5012465,136.14835,153.15433,0.99629516,922.4274,927.65803,0.05451367,135.00469,148.60948
33,30.9,30.9,30.57,355,355,259,0.17736784,0.21248732,19.62,0.5,0.375,0.375,0.58,0.58,0.74,0.781094527363184,0.781094527363184,7.37,1,5,4,2,4,4,5,5,1.75,1.75,1,2.75,3.375,3.625,3.75,5,5,3.5,3.5,2.125,2.25,2.5,1.5,1.75,1.75,2.125,4,19,11,19,15,13,9,9,20,28,28,76,17,16,16,14,63,23,0,0,7,1,70,60,70,29,80,39,30,30,60,53,30,70,71,40,69,0,80,0,0,0,70,89,21,56,90,80,99,20,90,0,3,11,70,79,0,43,81,39,54,1,61,0,10,2,60,60,1,79,60,30,41,0,57,4,2,0,58,60,1,79,1.632916e-11,1.7170542,68.144796,75.968842,2.6987152,0.18322914,0.22990554,6.9978779e-5,48.434421,64.082513,2.3693595,6.292873,0.1743487,0.43063692,1.8700397e-9,3.1557269e-4,45.919793,69.391931,69.314718,6.0330512,1.8630653e-11,65.933692,74.313002,1.6796356,0.087361655,1.1838694,0.022438293,46.446023,63.204642,1.2750896,1.794318,3.8867398,2.3957594e-7,0.28967875,0.10596317,40.579895,65.717824,91.495428,0.012908539,2.3879605,325.51482,334.37646,0.0562299,0.070638185,0.42281755,261.93142,275.22387,0.059789736,0.076411615,0.38368632,9.4186003,261.9301,279.65336,0.048179345,0.071138912,0.095874789,6.0078609e-11,0.49236757,10,261.50318,288.08808,0.89645851,263.56352,267.99433,0.97901258,495.03179,498.43299,0.90298479,57.117125,57.051554,3.3283602,6.6721097,171.26031,188.26629,0.37933733,258.46412,259.24012,0.11224275,174.21783,187.82262
